name,inventory_type,extant_status,street_address,neighborhood,city,postal_code,explore_url,wikipedia_url,explore_id,identifier:mihp,building_use,associated_people,associated_organizations,full_description,year_built,chap_district,city_council_district,latitude,longitude,stabilization_potential,at_risk,featured-context,year_nonextant,year_start_significance,year_end_significance,property_type,related_context,related_theme,alternate_name,marker-color,marker-symbol,featured_description,description_source,description_status,state,geo_accuracy,marker-size,related_sources,chap_landmark,nr_district_contributing,nr_district,nr_landmark,image_url_manual,image_caption,image_credit,tags,streetview_url,streetname,possible_duplicate,explore_todo,Record Created
Trinity Baptist Church,building,Extant,1601 Druid Hill Avenue,Upton,Baltimore,21217,,,,,Religious building,,,"James Robert Lincoln Diggs, pastor of Trinity Baptist Church from 1915 up until his death in 1923, was president of the Baltimore division of the Universal Negro Improvement Association (UNIA). Diggs led the church to move from 20th Street (located there since 1896) to the former St. Paul Lutheran Church building on Druid Hill Avenue in 1920.",,Upton's Marble Hill,11,39.30465530,-76.63144150,checked,,,,,,Strategy Center,,,,d63b0e,religious-christian,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3046553,-76.6314415035952",Druid Hill,,,7/20/2017 12:48pm
Troyer Road,district,Unknown,,,Baltimore County,,,,,,,,,"This rural community was settled in the mid 19th century. It grew around the Mount Joy African Methodist Episcopal Church and the Union United Methodist Chapel, which were both built between 1850 and 1877.",,,,39.60165400,-76.57273300,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/troyerroad.jpg,House on the west side of Troyer Road.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.601654,-76.572733",,,,7/20/2017 12:48pm
Turner's Station,district,Unknown,,,Baltimore County,,,"https://en.wikipedia.org/w/index.php?title=Turner%27s_Station,_Maryland&redirect=no",,,,,,"This community, originally known as Steelton, was established in the early 1900s to house workers at the nearby steel mills. The area remains an entirely African American community.",,,,39.23896800,-76.51093500,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/turnerstation.jpg,A row of homes in Turner's Station.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.238968,-76.510935",,,,7/20/2017 12:48pm
Union Baptist Church,building,Extant,1219 Druid Hill Avenue,Upton,Baltimore,21217,https://explore.baltimoreheritage.org/items/show/585,"https://en.wikipedia.org/wiki/Union_Baptist_Church_(Baltimore,_Maryland)",585,,,,,"Rev. Harvey Johnson served as pastor of Union Baptist from 1872-1923. He led a group of Baptist ministers to form the Brotherhood of Liberty in 1885 which fought for the hiring of black teachers in Baltimore's African American schools. Other members included Harry S. Cummings, W. Ashby Hawkins, and Warner McGuinn.",,,11,39.30183900,-76.62792000,,,,,,,,"1905-1929,1929-1954,1954-1968,1968-1976",,,,,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.301839,-76.62792",Druid Hill,,,7/20/2017 12:48pm
Union Baptist Church (site),building,Nonextant,,Downtown,Baltimore,,,,,,,,,"Approximate location between 1868 and 1905. Rev. Harvey Johnson served as pastor of Union Baptist from 1872-1923. He led a group of Baptist ministers to form the Brotherhood of Liberty in 1885 which fought for the hiring of black teachers in Baltimore's African American schools. Other members included Harry S. Cummings, W. Ashby Hawkins, and Warner McGuinn.",,,11,39.29175968,-76.61129236,,,,,,,,"1831-1870,1870-1905,1905-1929",,,#7e7e7e,religious-christian,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29175968,-76.61129236",,,,7/20/2017 12:48pm
Union Baptist Church Community Center,building,Extant,1213 Druid Hill Avenue,Upton,Baltimore,21217,,,,,Community building,,,"The Reverend Dobson's Union Baptist Church constructed a community center adjacent to their building on Druid Hill Avenue. The center provided job training, literacy classes, and child care services.This development reflects the transition of the Civil Rights movement towards a renewed focus on community and economic development in the 1960s and 1970s.",,,11,39.30152600,-76.62793500,,,,,,,Strategy Center,,Employment,,d63b0e,place-of-worship,,davidmilobsky_power_1994,excerpt,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.301526,-76.627935",Druid Hill,,,7/20/2017 12:48pm
Union for Jobs or Income Now (U-JOIN) (office),building,Unknown,1061 N. Gay Street,Broadway East,Baltimore,21213,,,,,,,,"Union for Jobs or Income Now (U-JOIN) was a poverty fighting organization with offices located at 1061 N. Gay Street that on occasion worked with CORE in the 1960s. The organization, led by activist Walter Lively, helped establish the city's first welfare rights organization, Mother Rescuers from Poverty, in 1966, and organized rent strikes that led to the creation of Tenants for Justice in Housing. In January 1968, U-JOIN sponsored a talk by Stokely Carmichael at Morgan State College.",,,12,39.30534041,-76.59251053,,,,,,,,,Employment,,f7a38b,suitcase,,williams_were_2001,draft,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3053404117647,-76.5925105294118",,,,7/20/2017 12:48pm
Union Monument at Loudon Park National Cemetery,monument,Extant,,Irvington,,,,,,,,,,,,,8,39.27548731,-76.68178082,,,,,,,,,,,,monument,,,,,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.27548731,-76.68178082",,,,7/20/2017 12:48pm
Union Soldier's and Sailors Monument,monument,Extant,Charles Street,Johns Hopkins Homewood,Baltimore,,,,,,,,,,,,14,39.32384075,-76.61786914,,,,,,,,,,,,monument,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.32384075,-76.61786914",,,,7/20/2017 12:48pm
University of Maryland Law School (Former Location),building,Extant,525 W Redwood Street,University Of Maryland,Baltimore,21201,,,,,Building,,,,,,11,39.28850649,-76.62272057,,,,,,,,,Education,,d63b0e,college,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2885064897959,-76.6227205714286",,,,7/20/2017 12:48pm
Upton,district,Extant,,Upton,Baltimore,,,"https://en.wikipedia.org/wiki/Upton_(Baltimore,_Maryland)",,,Neighborhood,,,A historically black neighborhood that took its name from the Upton mansion when the Upton Planning Council was established in the 1960s-1970s.,,,11,39.30167600,-76.63405100,,,,,,,,"1905-1929,1929-1954,1954-1968,1968-1976",Housing,,d63b0e,town,,,notes,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.301676,-76.634051",,,,7/20/2017 12:48pm
Verda Welcome Residence/Office (?),building,Extant,2101 Liberty Heights,Parkview/Woodbrook,Baltimore,21217,,,,,Dwelling,Verda Freeman Welcome,,,,,7,39.31930900,-76.65088100,,,,,,,Prominent Person,,,,d63b0e,building,,,missing,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.319309,-76.650881",,,,7/20/2017 12:48pm
Victorine Q. Adams Memorial Garden,landscape,Extant,3201 Carlisle Avenue,,Baltimore,21216,,,,,,,,"""SOGAA joined members of the Victorine Q. Adams Memorial Garden to place in fertile soil over 600 vegetable and herb plants in the 3200 Carlisle Block Association. The Victorine Q. Adams Memorial Garden’s primary mission is promoting positive community development and interaction of all residents. This is achieved through planning, open resident communication, participation and open land usage for the overall good of all members and associates of the non-profit foundation."" http://sogaa.org/sogaa-volunteers-with-victorine-q-adams-community-garden/",,,,39.31844700,-76.67336670,,,,,,,,,,,,,,,,MD,,,,,,,,,,,,,,,,7/20/2017 12:48pm
Violet Hill Whyte Residence,building,Nonextant,625 N. Carrollton Avenue,Harlem Park,Baltimore,21217,,,,,Dwelling,Violet Hill Whyte,,"The former residence of Violet Hill Whyte, first black officer for the Baltimore City Police Department",c. 1885,,9,39.29621560,-76.63696480,,,,,,,Prominent Person,1929-1954,Criminal Injustice,,f59477,building,,,notes,MD,house,medium,,Contributing (Old West Baltimore NR HD),,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2962156,-76.6369648",,,,7/20/2017 12:48pm
W.A.C. Hughes Jr. Residence,building,Extant,2547 McCulloh Street,Reservoir Hill,Baltimore,21217,,,,,Dwelling,W.A.C. Hughes,,"W.A.C. Hughes, Jr. was the son of a Methodist bishop and a graduate of Lincoln University who later went on to graduate from Boston University Law School. He served as a legal adviser and key leader of the Citywide Young People's Forum and was a legal partner of City Council member Walter T. McGuinn.",,,7,39.31381030,-76.64008986,,,,,,,Prominent Person,,,,d63b0e,building,,,draft,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3138103,-76.6400898610499",McCulloh,,,7/20/2017 12:48pm
W.E.B. DuBois Residence,building,Extant,2302 Montebello Terrace,Morgan Park,Baltimore,,,,,,Dwelling,W.E.B. Du Bois,,"W.E.B. DuBois lived in Baltimore for 20 years, from 1940 to 1960. He was the first black to receive a Harvard Ph.D. He was a founder of the NAACP, an eminent sociologist and polemicist and the first black member of the National Institute of Arts and Letters. In those 20 Baltimore years he lived for a while with his daughter, Mrs. Annette (Yolanda) Williams, at 2302 Montebello Terrace. A special room had to be built onto the house to accommodate DuBois's massive collection of books. He himself authored 19 books.",,,3,39.34877475,-76.57977760,,,,,1940,1960,Prominent Person,"1929-1954,1954-1968",,,d63b0e,building,,Baltimore Sun,excerpt,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.34877475,-76.5797776016987",,,,7/20/2017 12:48pm
Walter Sondheim Childhood Residence (Bolton Hill),building,Extant,1621 Bolton Street,Bolton Hill,Baltimore,21217,,,,,Dwelling,Walter Sondheim,,"Walter Sondheim, Jr., was born in Baltimore on July 25, 1908 and grew up in his father's house at 1621 Bolton street.",,Bolton Hill,11,39.30837400,-76.62728200,,,,,1908,,,1905-1929,,,f7a38b,building,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.308374,-76.627282",,,,7/20/2017 12:48pm
Walter Sondheim Residence (Windsor Hills),building,Extant,4006 Alto Road,Windsor Hills,Baltimore,21216,,,,,Dwelling,Walter Sondheim,,"In 1954, following Baltimore's decision to comply with the Supreme Court decision and integrate the city schools, a cross was burned on the lawn of Walter Sondheim at his home in Windsor Hills (later recalled as a ""puny little cross"").",,,6,39.31707200,-76.68335700,,,1954-1968,,1954,,,1954-1968,Education,,f7a38b,building,,,,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.317072,-76.683357",,,,7/20/2017 12:48pm
Warner T. McGuinn House,building,Extant,1911 Division Street,Druid Heights,Baltimore,21217,https://explore.baltimoreheritage.org/items/show/531,,531,,Dwelling,Warner T. McGuinn,,"Warner T. McGuinn served two terms as a Republican on the Baltimore City Council: 1919-1923 and 1927-1931. Before coming to Baltimore in 1891, McGuinn practiced law in Connecticut and in Kansas City, Kansas. The Maryland bar admitted him in 1892. McGuinn collaborated with W. Ashbie Hawkins in the effort to overturn the West segregation ordinance of 1910.",,,11,39.30632185,-76.63574130,,checked,,,,,Prominent Person,,,,d63b0e,building,,Maryland State Archives,excerpt,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30632185,-76.6357412953442",,,,7/20/2017 12:48pm
Welfare Rights Organization Office,building,Extant,31 North Fulton Street,Franklin Square,Baltimore,,,,,,,,,"Welfare Rights Organization (WRO) opened its first office on in the rectory of St. Martin's Church, hiring Rudell Martin, a public housing tenant as the organization's first paid executive director. The organization was established with a grant from the Catholic Archdiocese's Campaign for Human Development and was an offspring of Mother Rescuers (which operated out of an office on Gough Street and Broadway).",,,9,39.28932800,-76.64488400,,,,,,,,1968-1976,Employment,,d63b0e,suitcase,,williams_were_2001,excerpt,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.289328,-76.644884",,,,7/20/2017 12:48pm
Western District Police Station,building,Extant,1034 N. Mount Street,Sandtown-Winchester,Baltimore,21217,,,,,Police station,,,,,,9,39.30058800,-76.64495000,,,,,,,,"1954-1968,1968-1976",,,d63b0e,police,,,missing,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.300588,-76.64495",,,,7/20/2017 12:48pm
Whatcoat Methodist Episcopal Church & Rectory,building,Extant,1373-1377 Stricker Street,Sandtown-Winchester,Baltimore,21223,,,,B-4441,Religious building,,,"Built for Whatcoat Methodist Episcopal congregation in 1871, occupied by Sharon Baptist Church in 1915, first pastor was William M. Alexander, second pastor pastor Beal Elliott (one of the first African-American graduates from Yale University) led church from 1919 to 1946",1871,,7,39.30497400,-76.64185600,,,,,1915,,,1905-1929,,Sharon Baptist Church,d63b0e,religious-christian,,Maryland Inventory of Historic Places,notes,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.304974,-76.641856",,,,7/20/2017 12:48pm
Whatcoat Mission,building,Nonextant,Whatcoat Street,Sandtown-Winchester,Baltimore,21217,,,,,Religious building,,,"Located in a stable on Whatcoat Street in 1881, moved to building at the southeast corner of Calhoun and Riggs in 1890, moved again in 1901 to the former Fuller Memorial Baptist Church (B-4443)",,,9,39.30213240,-76.64102870,,,,,,,,1870-1905,,,f7a38b,religious-christian,,,notes,MD,residential,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3021324,-76.6410287",,,,7/20/2017 12:48pm
"White Coffee Pot Restaurant, Mondawmin Branch",building,Unknown,2401 Liberty Heights Avenue,Mondawmin,Baltimore,21215,,,,,Restaurant,,,"The Civic Interest Group (CIG) continued its work to integrate public accommodations in late spring 1960. Its next target for direct action was the Mondawmin branch of the White Coffee Pot chain restaurants, the only establishment in its surrounding area that discriminated. The Baltimore CORE chapter had already protested at the restau- rant, and CIG sought to aid its effort. Robert Watts began talks with Myles and Jerome Katz, the owners of the chain, on behalf of the Civic Interest Group. The Katz brothers felt that integrating would be risky given local white attitudes, but they soon agreed to desegregate the Mondawmin branch on a trial basis.",,,,39.31869290,-76.65439990,,,,,,,Conflict Center,,Public Accommodation,,f7a38b,restaurant,,robertpalumbos_student_1999,excerpt,MD,house,medium,,,,,,,,,,,,,,7/20/2017 12:48pm
"White Coffee Pot, Jr. (Drugstore)",building,Nonextant,425 N. Howard Street,Downtown,Baltimore,,,,,B-2054,Commercial building,,,The White Coffee Pot chain was late to desegregate their Baltimore area locations and did so only after protests targeted their Mondawmin location. This structure was partially demolished with elements of the structure moved into storage.,,,11,39.29481240,-76.61950934,,,,,,,,,Public Accommodation,,f59477,cafe,,Maryland Inventory of Historic Places,notes,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2948124,-76.6195093376675",,,,7/20/2017 12:48pm
Willard W. Allen Residence,building,Extant,1223 W. Lafayette Avenue,Harlem Park,Baltimore,21217,,,,,Dwelling,Dr. Willard W. Allen,,,,,9,39.29890800,-76.63822322,,checked,,,,,Prominent Person,,,,d63b0e,building,,,missing,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.298908,-76.6382232153639",,,,7/20/2017 12:48pm
William L. Fitzgerald Residence,building,Extant,1208 Druid Hill Avenue,Upton,Baltimore,21217,,,,,Dwelling,William L. Fitzgerald,,William L. Fitzgerald received his law degree from Howard University and served as councilman for the 17th Ward of the Baltimore City Council from 1919 to 1921. Governor Albert C. Ritchie appointed William to Maryland's Interracial Commission in the 1920s.,,,11,39.30132650,-76.62799930,checked,,,,,,Prominent Person,,,,d63b0e,building,,,missing,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3013265,-76.6279992990617",Druid Hill,,,7/20/2017 12:48pm
Win-Oak,district,Unknown,,,Baltimore County,,,,,,,,,Win-Oak was developed as a residential community in the late 19th and early 20th centuries.,,,,39.37269200,-76.76954300,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/winoak.jpg,Early 20th century home.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.372692,-76.769543",,,,7/20/2017 12:48pm
